playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,wOBA,xWOBA,K%,BB%,Miss%,CSW%,Chase%,Swing%,iZ-Contact%,vFB,Barrel%,HardHit%,ExitVel,AdjGB%,SwStrk%,xSLG
TOTAL,,,,,,,,,,,,,.337,.343,20.6%,9.1%,23.5%,28.1%,24.8%,44.5%,83.2%,0,17.0%,36%,86.2,41.9%,10.4%,
AVERAGE,,,,,,,,,,,,,.337,.343,20.6%,9.1%,23.5%,28.1%,24.8%,44.5%,83.2%,0,17.0%,36%,86.2,41.9%,10.4%,

playerId,abbrevName,playerFullName,player,playerFirstName,pos,newestTeamName,newestTeamAbbrevName,newestTeamId,newestTeamLocation,newestTeamLevel,batsHand,throwsHand,wOBA,xWOBA,K%,BB%,Miss%,CSW%,Chase%,Swing%,iZ-Contact%,vFB,Barrel%,HardHit%,ExitVel,AdjGB%,SwStrk%
1195605248,G. Estridge,Gaines Estridge,Estridge,Gaines,P,Air Force Academy,AFA,730205440,Air Force,BBC,R,R,.394 (9%),.370 (15%),14.8% (13%),9.3% (46%),18.0% (16%),24.9% (17%),27.1% (73%),45.4% (62%),90.5% (3%),0,16.0% (58%),40% (23%),89.2 (8%),46.0% (71%),8.2% (20%)
1238229248,J. Barnhouse,Josh Barnhouse,Barnhouse,Josh,P,University of New Mexico,UNM,730153472,New Mexico,BBC,R,R,.377 (18%),.373 (13%),18.1% (35%),7.6% (69%),22.9% (50%),29.9% (72%),26.2% (65%),48.7% (91%),84.0% (48%),0,22.9% (7%),37% (37%),85.9 (56%),34.5% (17%),11.1% (65%)
1231526144,C. Burfield,Casey Burfield,Burfield,Casey,P,University of Nevada,NEV,4784,Nevada,BBC,R,R,.359 (29%),.321 (65%),15.2% (15%),7.3% (73%),19.5% (24%),25.7% (22%),26.8% (70%),46.9% (78%),91.1% (2%),95 (96%),16.4% (54%),35% (52%),86.0 (55%),39.7% (41%),9.1% (33%)
1153300736,J. Anker,Jack Anker,Anker,Jack,P,Fresno State,FRES,730384384,Fresno State,BBC,R,R,.364 (27%),.335 (50%),25.2% (81%),2.8% (99%),23.9% (57%),31.0% (84%),26.8% (70%),48.2% (88%),80.1% (80%),91 (81%),17.6% (43%),33% (64%),85.6 (62%),38.2% (33%),11.5% (69%)
1238171904,A. Cremarosa,Aidan Cremarosa,Cremarosa,Aidan,P,Fresno State,FRES,730384384,Fresno State,BBC,R,R,.329 (57%),.319 (67%),27.4% (88%),6.6% (81%),26.8% (77%),30.4% (78%),26.0% (63%),45.5% (63%),81.0% (74%),90 (73%),19.0% (29%),33% (64%),86.4 (48%),31.7% (9%),12.2% (78%)
1260755712,B. Weber,Ben Weber,Weber,Ben,P,Virginia Tech,VT,2293,Virginia Tech,BBC,R,R,.320 (65%),.309 (76%),12.6% (6%),7.0% (77%),19.8% (25%),23.2% (7%),22.9% (34%),46.2% (70%),87.1% (19%),0,13.3% (81%),37% (39%),85.7 (59%),60.6% (99%),9.1% (33%)
1116316416,J. Solimine,Justin Solimine,Solimine,Justin,P,Stetson University,STET,730261504,Stetson,BBC,R,R,.301 (79%),.330 (56%),16.0% (19%),9.9% (38%),22.1% (44%),24.1% (12%),29.1% (87%),46.6% (75%),87.0% (21%),93 (89%),19.5% (25%),36% (43%),89.0 (9%),34.0% (15%),10.3% (52%)
1254718720,G. Shaw,Greg Shaw,Shaw,Greg,P,University of Connecticut,CONN,5486,Connecticut,BBC,R,R,.321 (64%),.339 (45%),17.7% (32%),8.7% (54%),17.9% (15%),27.8% (48%),19.8% (14%),41.4% (16%),86.0% (29%),0,22.9% (7%),38% (32%),87.9 (20%),33.0% (12%),7.4% (12%)
1162373888,T. Fay,Tyler Fay,Fay,Tyler,P,University of Alabama,ALA,730206976,Alabama,BBC,R,R,.309 (73%),.324 (62%),20.9% (56%),5.1% (94%),25.4% (67%),31.8% (89%),28.5% (84%),46.9% (78%),84.9% (40%),0,20.7% (17%),42% (13%),87.5 (27%),48.9% (82%),11.9% (75%)
1279118592,L. Foley,Lucas Foley,Foley,Lucas,P,Illinois State University,ILST,730258944,Illinois State,BBC,L,L,.378 (17%),.341 (42%),18.5% (39%),10.9% (26%),23.5% (54%),27.7% (46%),26.9% (71%),44.8% (55%),81.8% (68%),0,15.6% (62%),30% (82%),84.8 (73%),54.9% (96%),10.5% (56%)
1162026752,Z. Adams,Zane Adams,Adams,Zane,P,University of Alabama,ALA,730206976,Alabama,BBC,L,L,.337 (49%),.332 (54%),22.5% (67%),7.7% (67%),25.9% (70%),28.5% (58%),25.6% (59%),47.5% (83%),77.6% (90%),0,20.6% (17%),39% (29%),87.6 (24%),36.7% (25%),12.3% (79%)
1253487104,G. Gainous,Garrett Gainous,Gainous,Garrett,P,Troy University,TROY,730378496,Troy,BBC,R,R,.334 (53%),.350 (33%),21.0% (57%),13.5% (9%),23.9% (57%),24.9% (17%),21.8% (25%),40.1% (9%),81.2% (73%),92 (85%),17.4% (44%),38% (33%),86.6 (44%),44.6% (65%),9.6% (40%)
1297342720,R. Prager,Ryan Prager,Prager,Ryan,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,L,L,.343 (45%),.340 (45%),20.9% (56%),6.0% (86%),23.9% (57%),30.8% (82%),30.5% (93%),50.0% (96%),80.0% (80%),89 (69%),19.6% (25%),36% (47%),86.1 (53%),30.2% (5%),11.9% (76%)
1290467840,W. Moss,Weston Moss,Moss,Weston,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,R,.284 (89%),.313 (73%),24.0% (75%),7.7% (67%),26.0% (71%),32.5% (92%),24.4% (49%),45.3% (61%),81.4% (72%),0,14.4% (72%),40% (22%),88.4 (15%),43.4% (60%),11.8% (73%)
1181533440,J. Lamkin,Justin Lamkin,Lamkin,Justin,P,Texas A&M University,TXAM,3032,Texas A&M,BBC,R,L,.294 (84%),.293 (87%),28.0% (90%),5.4% (91%),29.7% (89%),33.0% (94%),31.4% (96%),52.2% (99%),74.5% (96%),93 (91%),16.2% (56%),39% (25%),87.6 (26%),38.4% (34%),15.5% (96%)
1340174080,E. Steckmesser,Evan Steckmesser,Steckmesser,Evan,P,University of Alabama,ALA,730206976,Alabama,BBC,L,L,.298 (81%),.263 (97%),28.2% (91%),4.0% (98%),27.8% (81%),35.4% (98%),30.1% (92%),45.9% (67%),81.9% (66%),0,13.2% (81%),32% (74%),83.3 (90%),46.3% (72%),12.7% (84%)
1132735744,C. Ingram,Chase Ingram,Ingram,Chase,P,UAB,UAB,730345984,UAB,BBC,R,R,.396 (8%),.357 (25%),13.8% (9%),7.7% (66%),16.0% (8%),23.9% (11%),26.2% (66%),47.1% (80%),88.6% (10%),0,18.7% (32%),37% (36%),86.1 (52%),44.4% (65%),7.5% (12%)
1205110016,B. Shelton,Braxton Shelton,Shelton,Braxton,P,UAB,UAB,730345984,UAB,BBC,R,R,.476 (0%),.416 (3%),10.9% (2%),11.2% (23%),16.4% (10%),24.6% (15%),22.7% (32%),42.2% (24%),89.6% (6%),0,22.5% (8%),41% (18%),88.7 (12%),36.4% (24%),6.9% (8%)
1269627392,B. Hamilton,Brady Hamilton,Hamilton,Brady,P,Wichita State University,WICH,730203904,Wichita State,BBC,R,R,.325 (60%),.323 (63%),19.5% (46%),10.4% (31%),25.8% (70%),28.4% (57%),25.7% (60%),45.4% (62%),82.3% (64%),0,12.0% (88%),30% (83%),84.3 (81%),53.5% (93%),11.7% (72%)
1176124160,T. LaPour,Tommy LaPour,LaPour,Tommy,P,Texas Christian University,TCU,5045,TCU,BBC,R,R,.290 (86%),.321 (64%),23.3% (70%),7.2% (73%),26.2% (73%),27.8% (49%),24.7% (51%),46.9% (78%),80.8% (76%),0,20.8% (16%),42% (15%),88.8 (11%),40.2% (44%),12.3% (79%)
1258111488,C. Daniel,Colin Daniel,Daniel,Colin,P,UAB,UAB,730345984,UAB,BBC,R,R,.280 (90%),.286 (90%),21.1% (58%),4.0% (98%),23.6% (55%),30.8% (82%),29.1% (87%),46.2% (70%),86.2% (27%),88 (67%),12.2% (87%),31% (79%),86.0 (55%),49.6% (84%),10.9% (62%)
1202725632,G. Miller,Griffin Miller,Miller,Griffin,P,Marshall University,MRSH,730333696,Marshall,BBC,R,R,.306 (76%),.342 (42%),18.3% (38%),11.9% (18%),23.7% (56%),29.3% (65%),23.4% (38%),40.2% (10%),85.3% (36%),93 (92%),13.6% (79%),30% (80%),85.1 (69%),58.6% (98%),9.5% (39%)
1246857984,B. Jacobs,Ben Jacobs,Jacobs,Ben,P,Arizona State University,ASU,5035,Arizona State,BBC,L,L,.327 (58%),.306 (79%),32.6% (97%),12.2% (15%),31.4% (92%),31.3% (86%),27.1% (73%),43.9% (43%),79.1% (84%),94 (95%),17.6% (43%),40% (21%),87.5 (27%),31.7% (9%),13.8% (90%)
1309418496,A. Behrens,Adam Behrens,Behrens,Adam,P,Loyola Marymount University,LMU,730149120,Loyola Marymount,BBC,R,R,.351 (37%),.315 (71%),15.0% (14%),5.1% (93%),19.8% (25%),28.2% (54%),25.4% (57%),46.3% (72%),85.1% (38%),0,13.2% (81%),29% (86%),83.7 (86%),48.7% (81%),9.2% (34%)
1279321088,C. Carlon,Cole Carlon,Carlon,Cole,P,Arizona State University,ASU,5035,Arizona State,BBC,L,L,.254 (96%),.253 (98%),37.7% (99%),10.2% (34%),41.5% (100%),37.2% (100%),26.6% (68%),43.7% (40%),71.0% (99%),0,13.3% (81%),36% (48%),87.6 (25%),48.4% (80%),18.1% (99%)
1294951424,N. Dugan,Nick Dugan,Dugan,Nick,P,Stanford University,STAN,730251264,Stanford,BBC,R,R,.325 (59%),.325 (61%),19.7% (48%),9.4% (45%),29.9% (89%),29.3% (65%),28.4% (83%),43.5% (37%),83.6% (53%),0,22.0% (10%),39% (28%),87.0 (36%),47.8% (78%),13.0% (86%)
1297349632,M. Scott,Matt Scott,Scott,Matt,P,University of Georgia,UGA,226,Georgia,BBC,R,R,.338 (49%),.296 (85%),27.0% (87%),8.5% (56%),28.9% (87%),29.1% (64%),26.1% (64%),46.6% (76%),81.8% (68%),0,20.8% (16%),44% (7%),90.1 (4%),40.6% (46%),13.5% (89%)
1279382528,C. Hintz,Casey Hintz,Hintz,Casey,P,University of Arizona,ARIZ,232,Arizona,BBC,R,R,.348 (41%),.376 (12%),22.0% (63%),8.7% (54%),26.8% (77%),30.1% (75%),29.2% (88%),47.4% (83%),81.4% (71%),91 (83%),15.7% (60%),39% (29%),85.8 (59%),45.5% (69%),12.7% (84%)
1311020288,J. Volchko,Joey Volchko,Volchko,Joey,P,University of Georgia,UGA,226,Georgia,BBC,R,R,.321 (64%),.322 (64%),19.6% (47%),10.3% (32%),28.8% (86%),28.3% (55%),27.2% (73%),46.2% (70%),84.2% (46%),0,13.2% (81%),39% (25%),87.1 (35%),63.7% (99%),13.3% (88%)
1152936192,I. Lyon,Isaac Lyon,Lyon,Isaac,P,Grand Canyon University,GC,5310,Grand Canyon,BBC,R,R,.334 (53%),.323 (63%),22.4% (66%),5.9% (88%),26.1% (72%),30.0% (74%),31.0% (95%),48.2% (88%),83.6% (52%),93 (91%),15.0% (69%),40% (19%),88.8 (11%),57.8% (98%),12.6% (82%)
1153452544,J. Logar,Jackson Logar,Logar,Jackson,P,Mississippi State University,MSST,5080,Mississippi State,BBC,R,R,.309 (73%),.335 (49%),22.1% (64%),12.4% (14%),24.1% (58%),28.8% (61%),22.4% (29%),37.3% (2%),84.7% (41%),0,14.0% (74%),34% (57%),84.7 (75%),45.4% (69%),9.0% (31%)
1178081536,T. Mozoki,Todd Mozoki,Mozoki,Todd,P,James Madison University,JMU,730340096,James Madison,BBC,R,R,.352 (37%),.359 (24%),18.8% (41%),16.5% (2%),24.7% (63%),28.2% (54%),22.1% (27%),39.2% (6%),86.1% (28%),91 (82%),14.0% (75%),36% (45%),86.8 (40%),48.3% (80%),9.7% (42%)
1279325440,G. Gaeckle,Gabe Gaeckle,Gaeckle,Gabe,P,University of Arkansas,ARK,3375,Arkansas,BBC,R,R,.310 (73%),.312 (73%),29.9% (94%),9.3% (45%),32.1% (94%),33.2% (95%),29.1% (87%),45.5% (63%),80.3% (79%),0,21.6% (12%),41% (16%),86.6 (44%),35.4% (20%),14.6% (94%)
1310608128,D. Patten,Dalton Patten,Patten,Dalton,P,Oral Roberts University,ORU,730180096,Oral Roberts,BBC,S,R,.287 (88%),.292 (88%),18.3% (38%),4.6% (96%),20.5% (31%),29.7% (71%),30.4% (92%),49.5% (94%),82.5% (62%),89 (72%),15.5% (64%),37% (38%),88.0 (20%),36.5% (24%),10.1% (49%)
1167221504,C. Maloney,Collin Maloney,Maloney,Collin,P,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,.322 (63%),.351 (32%),19.2% (45%),11.2% (24%),19.8% (25%),27.2% (39%),23.6% (41%),41.3% (15%),86.6% (24%),0,17.4% (44%),36% (43%),87.5 (26%),38.1% (33%),8.2% (19%)
1282774784,K. Turner,Kole Turner,Turner,Kole,P,Arkansas State University,ARST,730290176,Arkansas State,BBC,R,R,.355 (34%),.378 (10%),15.2% (15%),7.0% (77%),18.5% (18%),26.0% (26%),26.5% (68%),45.3% (61%),90.4% (4%),0,18.5% (34%),39% (26%),86.5 (46%),47.6% (77%),8.4% (22%)
1243621888,R. Maddox,Riley Maddox,Maddox,Riley,P,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,.345 (43%),.337 (47%),22.0% (64%),9.6% (41%),24.1% (58%),28.6% (60%),28.2% (80%),44.8% (54%),87.3% (18%),91 (81%),23.9% (5%),40% (18%),88.2 (17%),41.7% (53%),10.8% (61%)
1258116352,M. Nichols,Mason Nichols,Nichols,Mason,P,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,.359 (30%),.376 (12%),22.4% (66%),10.4% (31%),19.3% (22%),27.0% (36%),23.1% (36%),45.1% (58%),86.4% (25%),93 (93%),19.6% (24%),47% (3%),89.0 (9%),31.6% (8%),8.7% (26%)
1310512896,L. McNeillie,Luke McNeillie,McNeillie,Luke,P,University of Florida,FLA,730168320,Florida,BBC,L,R,.316 (68%),.309 (76%),29.9% (94%),10.3% (32%),35.9% (98%),35.0% (98%),30.3% (92%),45.0% (56%),76.0% (94%),0,18.4% (35%),40% (20%),86.6 (44%),41.6% (52%),16.1% (98%)
1255285248,J. Phillips,Jacob Phillips,Phillips,Jacob,P,Georgia Southern University,GASO,730331648,Georgia Southern,BBC,L,L,.320 (64%),.323 (62%),23.1% (69%),9.0% (50%),23.9% (57%),27.5% (44%),29.2% (88%),48.4% (89%),84.1% (48%),89 (70%),16.7% (52%),30% (83%),86.7 (43%),23.3% (0%),11.6% (70%)
1110073856,S. Garner,Seth Garner,Garner,Seth,P,University of Memphis,MEM,730172160,Memphis,BBC,R,R,.356 (32%),.354 (29%),16.8% (25%),7.4% (71%),20.7% (33%),27.8% (48%),25.3% (57%),43.6% (39%),88.4% (11%),0,18.8% (31%),37% (42%),87.3 (31%),43.2% (59%),9.0% (32%)
1195514368,J. Cline,Jack Cline,Cline,Jack,P,Little Rock,UALR,730217472,Little Rock,BBC,R,R,.341 (46%),.311 (75%),17.3% (29%),9.3% (46%),18.2% (16%),25.0% (17%),19.2% (13%),46.1% (69%),85.8% (31%),0,13.8% (76%),26% (92%),87.0 (36%),36.9% (26%),8.4% (22%)
1207489536,C. Monke,Carter Monke,Monke,Carter,P,Michigan State University,MSU,1551,Michigan State,BBC,R,R,.350 (38%),.354 (29%),14.4% (12%),6.4% (83%),18.2% (17%),25.8% (23%),26.7% (69%),48.7% (91%),86.2% (28%),0,20.0% (22%),45% (5%),88.1 (17%),36.4% (24%),8.9% (29%)
1287324160,T. Harper,Thomas Harper,Harper,Thomas,P,Illinois State University,ILST,730258944,Illinois State,BBC,R,R,.358 (31%),.363 (21%),13.8% (9%),11.6% (19%),23.2% (52%),26.9% (35%),20.7% (19%),42.2% (24%),83.9% (50%),0,16.6% (53%),43% (10%),87.3 (31%),45.7% (70%),9.8% (44%)
1176352256,J. Lehman,Justin Lehman,Lehman,Justin,TWP,Army West Point,ARMY,4744,Army,BBC,L,R,.337 (49%),.351 (32%),12.5% (5%),5.7% (89%),13.9% (4%),23.7% (9%),23.7% (41%),48.8% (91%),89.6% (6%),90 (77%),14.4% (72%),31% (79%),83.1 (91%),45.7% (71%),6.8% (7%)
1093040640,T. O'Neill,Tyler O'Neill,O'Neill,Tyler,P,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,.262 (95%),.299 (83%),20.4% (52%),6.6% (80%),20.5% (32%),28.0% (51%),26.2% (65%),46.5% (73%),87.9% (14%),93 (93%),18.8% (31%),30% (82%),83.6 (87%),39.0% (38%),9.5% (39%)
1139900160,J. Adelmann,Jonathan Adelman,Adelmann,Jonathan,P,Bucknell University,BUCK,730214144,Bucknell,BBC,R,R,.289 (87%),.299 (83%),24.7% (78%),13.9% (7%),28.1% (83%),30.3% (77%),23.2% (36%),36.8% (2%),83.1% (56%),0,11.5% (90%),33% (67%),82.4 (94%),53.2% (92%),10.3% (52%)
1118006016,T. Ates,Trey Ates,Ates,Trey,P,Army West Point,ARMY,4744,Army,BBC,R,R,.352 (37%),.350 (33%),15.6% (17%),14.4% (5%),20.4% (30%),26.7% (34%),19.5% (13%),42.5% (27%),84.9% (40%),0,13.6% (78%),35% (54%),85.7 (59%),41.8% (54%),8.6% (25%)
1099159040,N. Lawson,Nathan Lawson,Lawson,Nathan,P,Western Kentucky University,WKU,730212096,Western Kentucky,BBC,R,R,.369 (24%),.319 (66%),20.9% (56%),5.5% (91%),23.2% (51%),27.3% (40%),30.0% (91%),47.1% (80%),84.3% (45%),0,14.3% (73%),31% (77%),84.6 (76%),44.3% (64%),10.9% (62%)
1128896512,G. Langrell,Garrett Langrell,Langrell,Garrett,P,Creighton University,CREI,730243840,Creighton,BBC,R,R,.287 (88%),.272 (95%),26.0% (84%),5.0% (94%),25.0% (65%),31.8% (88%),28.4% (83%),47.2% (81%),85.6% (32%),91 (80%),8.9% (96%),32% (71%),82.4 (95%),61.0% (99%),11.8% (73%)
1301145600,C. Myers,Carson Myers,Myers,Carson,P,Auburn University,AUB,5466,Auburn,BBC,L,L,.285 (88%),.266 (96%),31.2% (95%),4.7% (96%),25.1% (66%),32.3% (91%),29.9% (91%),46.1% (68%),84.2% (46%),85 (61%),15.9% (58%),40% (20%),86.3 (48%),34.6% (17%),11.6% (70%)
1196798720,C. Keshock,Cameron Keshock,Keshock,Cameron,P,Samford University,SAM,730386432,Samford,BBC,R,R,.352 (36%),.343 (42%),20.2% (51%),9.0% (49%),26.7% (76%),30.0% (74%),33.0% (98%),46.4% (73%),87.2% (19%),93 (89%),14.1% (74%),34% (60%),83.1 (91%),55.7% (96%),12.4% (80%)
1311044608,M. Riggins,Miller Riggins,Riggins,Miller,P,Samford University,SAM,730386432,Samford,BBC,L,L,.322 (62%),.328 (58%),24.0% (74%),8.8% (53%),25.5% (68%),29.7% (71%),27.6% (76%),45.2% (60%),85.0% (39%),90 (76%),15.9% (59%),30% (81%),83.6 (87%),33.7% (14%),11.5% (69%)
1085416704,L. Doyle,Liam Doyle,Doyle,Liam,P,University of Tennessee,TENN,730153728,Tennessee,BBC,R,L,.261 (95%),.242 (98%),42.6% (100%),8.3% (58%),38.7% (100%),37.2% (100%),27.6% (77%),46.5% (74%),68.6% (100%),98 (100%),14.0% (75%),41% (16%),88.4 (15%),40.1% (44%),18.0% (99%)
1162031104,W. Mendes,Wes Mendes,Mendes,Wes,P,Florida State University,FSU,101,Florida State,BBC,L,L,.309 (73%),.318 (68%),28.1% (90%),10.8% (27%),28.7% (86%),30.1% (75%),27.0% (72%),45.2% (60%),81.1% (73%),0,17.2% (46%),39% (29%),85.9 (55%),42.1% (55%),13.0% (86%)
1294953216,M. Morris,Mason Morris,Morris,Mason,P,University of Mississippi,MISS,5322,Ole Miss,BBC,R,R,.293 (84%),.270 (95%),34.1% (98%),9.2% (47%),32.1% (94%),33.0% (94%),30.0% (91%),45.6% (64%),79.8% (81%),91 (83%),16.5% (53%),45% (5%),87.2 (34%),57.5% (98%),14.6% (94%)
1162317568,K. Johnson,Keegan Johnson,Johnson,Keegan,P,Ball State University,BALL,730195456,Ball State,BBC,L,L,.346 (42%),.295 (86%),22.2% (65%),12.4% (14%),24.4% (60%),28.2% (54%),19.2% (13%),39.8% (8%),83.8% (51%),0,9.8% (95%),32% (75%),85.0 (71%),41.9% (54%),9.7% (43%)
1174771968,O. Quinn,Owen Quinn,Quinn,Owen,P,Ball State University,BALL,730195456,Ball State,BBC,R,R,.298 (82%),.305 (79%),21.3% (59%),10.4% (31%),25.9% (71%),30.9% (83%),20.4% (17%),42.1% (23%),81.9% (66%),0,17.9% (39%),31% (78%),87.2 (32%),37.9% (32%),10.9% (62%)
1334328832,J. Hartlaub,Jacob Hartlaub,Hartlaub,Jacob,P,Ball State University,BALL,730195456,Ball State,BBC,R,R,.334 (52%),.301 (82%),19.3% (45%),8.1% (62%),25.4% (67%),28.3% (55%),21.2% (23%),46.3% (71%),81.8% (68%),91 (81%),22.4% (9%),33% (65%),85.2 (68%),40.8% (47%),11.7% (72%)
1288122624,A. Figueroa,Abdriel Figueroa,Figueroa,Abdriel,P,University of Southern Indiana,SIND,730288640,Southern Indiana,BBC,R,R,.342 (45%),.318 (68%),21.9% (63%),11.2% (24%),26.1% (72%),30.8% (81%),18.8% (11%),36.3% (2%),81.6% (69%),0,13.0% (83%),27% (91%),81.5 (97%),52.4% (91%),9.5% (38%)
1200236800,H. Boncal,Hudson Boncal,Boncal,Hudson,P,Ohio University,OHIO,730298368,Ohio,BBC,R,R,.337 (50%),.348 (35%),18.5% (39%),10.1% (35%),18.5% (18%),28.2% (53%),15.3% (3%),42.1% (23%),84.6% (43%),87 (64%),9.6% (95%),25% (95%),83.3 (89%),53.9% (94%),7.8% (15%)
1281884928,B. Gaskey,Blake Gaskey,Gaskey,Blake,P,Northern Illinois University,NIU,730386176,Northern Illinois,BBC,L,R,.394 (9%),.383 (9%),14.5% (12%),8.5% (56%),15.5% (7%),26.2% (28%),19.0% (12%),43.9% (42%),87.0% (21%),0,15.9% (59%),31% (78%),85.7 (60%),40.2% (45%),6.8% (7%)
1276421633,J. Tabor,Jacob Tabor,Tabor,Jacob,P,University of Toledo,TOL,5388,Toledo,BBC,R,L,.308 (74%),.322 (64%),17.5% (30%),8.7% (53%),23.4% (53%),28.4% (56%),23.9% (44%),43.0% (32%),85.2% (37%),90 (75%),11.9% (89%),34% (58%),82.9 (92%),58.0% (98%),10.1% (48%)
1227026689,E. Calder,Ethan Calder,Calder,Ethan,P,Baylor University,BAY,3033,Baylor,BBC,L,L,.317 (68%),.331 (54%),20.5% (53%),6.2% (85%),21.9% (42%),29.8% (72%),28.1% (80%),45.5% (64%),85.8% (31%),0,17.8% (40%),37% (38%),86.6 (44%),39.3% (39%),10.0% (47%)
1119214592,J. Elizondo,Jackson Elizondo,Elizondo,Jackson,P,Tarleton State University,TAR,730236416,Tarleton State,BBC,R,L,.377 (18%),.318 (68%),16.9% (26%),8.1% (62%),17.7% (15%),23.3% (7%),13.8% (2%),42.6% (29%),86.4% (26%),0,17.6% (42%),33% (64%),84.9 (72%),44.7% (66%),7.6% (12%)
